transaction_id,account_number,transaction_date,value_date,transaction_type,amount,balance_after,currency,counterparty_name,narration,category,payment_mode
27671216-e974-4a14-9aa8-98de72328c87,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,52797,1682141,INR,BESCOM,NEFT-VENDOR-6881,Vendor Payment,NEFT
536212b6-8fcf-4c8b-b0aa-3b2686251d51,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,5145,1676996,INR,Staples India,UPI-EXP-15695,Operating Expense,UPI
89c1da99-456b-4d32-b24f-969b6685ecc2,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,6177,1670819,INR,Zomato,UPI-EXP-80284,Operating Expense,UPI
3e858e39-05df-4527-ba0f-2e59498cbd4b,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,1222,1669597,INR,Swiggy,UPI-EXP-20328,Operating Expense,UPI
84711331-a2c3-48b0-89bf-094c10e5a3d3,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,4722,1664875,INR,Staples India,UPI-EXP-92397,Operating Expense,UPI
3f8b0e04-d398-4d26-9480-56f63ea2edd8,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,5266,1659609,INR,Uber India,UPI-EXP-85674,Operating Expense,UPI
95f0c390-c3fa-48c8-ac0f-cc0a2ae7cf56,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,1775,1657834,INR,BESCOM,UPI-EXP-16006,Operating Expense,UPI
6d960ef2-fe46-41f4-8b1b-d03aa17e783b,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,5617,1652217,INR,Prestige Office Rentals,UPI-EXP-47930,Operating Expense,UPI
786a1236-4edc-4c17-8b78-664a7f936963,HDFC-CA-29833423,2025-01-02,2025-01-02,DEBIT,853,1651364,INR,Prestige Office Rentals,UPI-EXP-23238,Operating Expense,UPI
7ace9e50-70bf-49d0-8ed8-e7dd02ba4b55,HDFC-CA-29833423,2025-01-03,2025-01-03,CREDIT,97869,1749233,INR,Delta Systems,IMPS-CLIENT-6977,Client Collection,IMPS
89dbacd8-daf6-44b8-b2cf-a0ed60b4e46c,HDFC-CA-29833423,2025-01-03,2025-01-03,CREDIT,67638,1816871,INR,Gamma Technologies,IMPS-CLIENT-6820,Client Collection,IMPS
fcbad168-470b-47a1-a272-52f31baf0ab2,HDFC-CA-29833423,2025-01-03,2025-01-03,CREDIT,79921,1896792,INR,Gamma Technologies,IMPS-CLIENT-2169,Client Collection,IMPS
61c1bb9e-5e5d-414a-aa6c-96f43f35ec45,HDFC-CA-29833423,2025-01-03,2025-01-03,CREDIT,184680,2081472,INR,Beta Solutions,IMPS-CLIENT-9751,Client Collection,IMPS
1e810b66-9088-444b-b60b-d610e4c6cad5,HDFC-CA-29833423,2025-01-03,2025-01-03,CREDIT,216136,2297608,INR,Beta Solutions,IMPS-CLIENT-3677,Client Collection,IMPS
26083fde-cd30-47df-b655-9b36a83f03af,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,52735,2244873,INR,Staples India,NEFT-VENDOR-4598,Vendor Payment,NEFT
2cc696a1-07bc-4635-9fd4-9d2e21387c5f,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,45504,2199369,INR,AWS India Pvt Ltd,NEFT-VENDOR-4752,Vendor Payment,NEFT
8928411f-803c-4777-b5c0-abc1ef6ca74a,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,7207,2192162,INR,Uber India,NEFT-VENDOR-7572,Vendor Payment,NEFT
3a075149-527a-4022-83e0-9cc179c2e5ca,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,38093,2154069,INR,BESCOM,NEFT-VENDOR-4456,Vendor Payment,NEFT
f15f6d40-2972-4742-b2e8-a2e43bbddd73,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,1941,2152128,INR,Zomato,UPI-EXP-61856,Operating Expense,UPI
32313928-56dc-4dbc-912a-7cac676b6332,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,5466,2146662,INR,Zomato,UPI-EXP-28726,Operating Expense,UPI
8f3c1aeb-415e-415e-a45f-f3810446cc09,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,2369,2144293,INR,ACT Fibernet,UPI-EXP-42325,Operating Expense,UPI
1f807eee-fad4-4661-916d-95c2c3688499,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,6302,2137991,INR,Staples India,UPI-EXP-86622,Operating Expense,UPI
8478aeeb-a9d7-474e-94e6-6b3ac42b9ddd,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,3709,2134282,INR,Swiggy,UPI-EXP-57447,Operating Expense,UPI
92015125-cce4-4919-9d59-495dc61248e7,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,1996,2132286,INR,ACT Fibernet,UPI-EXP-76784,Operating Expense,UPI
a35f871a-b4bd-4164-9125-58fe090ab4c8,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,4242,2128044,INR,BESCOM,UPI-EXP-16175,Operating Expense,UPI
8d20773e-1a78-4238-9d58-5e6c7fc5a597,HDFC-CA-29833423,2025-01-03,2025-01-03,DEBIT,1098,2126946,INR,ACT Fibernet,UPI-EXP-92240,Operating Expense,UPI
856a6e33-1dd8-4d0c-b11c-dc152fd2dceb,HDFC-CA-29833423,2025-01-04,2025-01-04,CREDIT,232638,2359584,INR,Delta Systems,IMPS-CLIENT-2040,Client Collection,IMPS
2940ea76-c53d-4e27-916b-ccc54ea09ef7,HDFC-CA-29833423,2025-01-04,2025-01-04,CREDIT,125864,2485448,INR,Delta Systems,IMPS-CLIENT-8668,Client Collection,IMPS
1c4defaa-6e42-4392-ba23-acd300066a55,HDFC-CA-29833423,2025-01-04,2025-01-04,CREDIT,163704,2649152,INR,Gamma Technologies,IMPS-CLIENT-1188,Client Collection,IMPS
e73a5bbd-ba93-4164-b4f9-e22c31158c0c,HDFC-CA-29833423,2025-01-04,2025-01-04,DEBIT,73381,2575771,INR,Staples India,NEFT-VENDOR-6573,Vendor Payment,NEFT
cb7463fa-a042-42d9-90d2-e6175cdeeffa,HDFC-CA-29833423,2025-01-04,2025-01-04,DEBIT,2604,2573167,INR,Swiggy,UPI-EXP-30730,Operating Expense,UPI
8c20e82a-cdd6-42da-8e9f-d9d0c22d6cc6,HDFC-CA-29833423,2025-01-04,2025-01-04,DEBIT,3916,2569251,INR,AWS India Pvt Ltd,UPI-EXP-44522,Operating Expense,UPI
ba83a4e5-cd1c-4b9d-9d2c-89ed4f0b3726,HDFC-CA-29833423,2025-01-04,2025-01-04,DEBIT,4300,2564951,INR,ACT Fibernet,UPI-EXP-76542,Operating Expense,UPI
3d5d0c40-a8ab-4470-9e1c-01bb00655607,HDFC-CA-29833423,2025-01-04,2025-01-04,DEBIT,1071,2563880,INR,Staples India,UPI-EXP-93748,Operating Expense,UPI
47cae66c-d99d-43b8-8bdd-e10f1ea43cfa,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,180000,2383880,INR,ABC Tech Payroll,NEFT-SALARY-Jan25,Salary,NEFT
1c7f0a50-ee09-4389-9287-0f63c5c8b760,HDFC-CA-29833423,2025-01-05,2025-01-05,CREDIT,184637,2568517,INR,Beta Solutions,IMPS-CLIENT-3504,Client Collection,IMPS
d2490791-5f5d-4630-8ace-5822e85b176f,HDFC-CA-29833423,2025-01-05,2025-01-05,CREDIT,123019,2691536,INR,Beta Solutions,IMPS-CLIENT-9837,Client Collection,IMPS
8f2b6b04-a903-4da2-bc2a-c8d8857311f5,HDFC-CA-29833423,2025-01-05,2025-01-05,CREDIT,229112,2920648,INR,Epsilon Infotech,IMPS-CLIENT-1009,Client Collection,IMPS
a1b68b35-a95c-4e77-a295-0ed55db60c20,HDFC-CA-29833423,2025-01-05,2025-01-05,CREDIT,182009,3102657,INR,Gamma Technologies,IMPS-CLIENT-9005,Client Collection,IMPS
886b6242-3d9d-48e4-bf25-3c0674c2dbcd,HDFC-CA-29833423,2025-01-05,2025-01-05,CREDIT,30105,3132762,INR,Alpha Corp,IMPS-CLIENT-6947,Client Collection,IMPS
f6a05e4f-3437-42eb-80f7-f5823c8764be,HDFC-CA-29833423,2025-01-05,2025-01-05,CREDIT,243016,3375778,INR,Gamma Technologies,IMPS-CLIENT-4923,Client Collection,IMPS
06da069b-425d-4f38-b26d-f1e6caa82aa9,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,34571,3341207,INR,BESCOM,NEFT-VENDOR-2403,Vendor Payment,NEFT
4c539d81-c4aa-46b8-89cb-0f65fe6519d9,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,6884,3334323,INR,BESCOM,UPI-EXP-79822,Operating Expense,UPI
a867ce8e-86fc-44da-a6de-29697ba753d7,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,6473,3327850,INR,ACT Fibernet,UPI-EXP-26828,Operating Expense,UPI
901165b9-820f-47ce-a31e-4bcfca533620,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,5604,3322246,INR,Zomato,UPI-EXP-82063,Operating Expense,UPI
59884fe3-b8ce-49cc-8b65-e41fca7e4117,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,1552,3320694,INR,Staples India,UPI-EXP-79163,Operating Expense,UPI
6d037300-ffeb-4c15-848b-2cbcb3597f15,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,5169,3315525,INR,Swiggy,UPI-EXP-37760,Operating Expense,UPI
ab08c0e3-39ee-4c76-aaba-99410fdfdce4,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,4617,3310908,INR,Prestige Office Rentals,UPI-EXP-50857,Operating Expense,UPI
8801be30-da14-4649-b088-808f1bdb1ea7,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,3468,3307440,INR,Uber India,UPI-EXP-67422,Operating Expense,UPI
6df0b220-555b-4765-896d-34f7a0509f10,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,4439,3303001,INR,Zomato,UPI-EXP-25860,Operating Expense,UPI
f22cd2e9-acb9-4ce9-9aaa-ddd7bed05dc4,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,2230,3300771,INR,Prestige Office Rentals,UPI-EXP-18392,Operating Expense,UPI
4d0fab2c-64c3-43d2-a3be-98532fadb37c,HDFC-CA-29833423,2025-01-05,2025-01-05,DEBIT,2969,3297802,INR,AWS India Pvt Ltd,UPI-EXP-87110,Operating Expense,UPI
537979c7-8b41-4bf2-8f46-cbc63c7ba282,HDFC-CA-29833423,2025-01-06,2025-01-06,CREDIT,85323,3383125,INR,Epsilon Infotech,IMPS-CLIENT-4608,Client Collection,IMPS
cc03a497-ee8e-4232-b77f-4d712b6a0ce0,HDFC-CA-29833423,2025-01-06,2025-01-06,CREDIT,26885,3410010,INR,Alpha Corp,IMPS-CLIENT-1964,Client Collection,IMPS
0086c1ef-b297-416f-8b0e-97b8dc484972,HDFC-CA-29833423,2025-01-06,2025-01-06,CREDIT,85015,3495025,INR,Alpha Corp,IMPS-CLIENT-1514,Client Collection,IMPS
e37b6f79-b9b7-4e10-b4aa-c020068a863e,HDFC-CA-29833423,2025-01-06,2025-01-06,CREDIT,111619,3606644,INR,Alpha Corp,IMPS-CLIENT-9423,Client Collection,IMPS
7b385349-0651-43cb-8dfa-1aefa898460e,HDFC-CA-29833423,2025-01-06,2025-01-06,CREDIT,87391,3694035,INR,Gamma Technologies,IMPS-CLIENT-8953,Client Collection,IMPS
4d0f9d21-e093-4c0d-83ea-16ee2ff14cbf,HDFC-CA-29833423,2025-01-06,2025-01-06,CREDIT,81160,3775195,INR,Epsilon Infotech,IMPS-CLIENT-3167,Client Collection,IMPS
b274e2a0-8081-42f5-b5a0-44df1391e7c4,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,34850,3740345,INR,Zomato,NEFT-VENDOR-7669,Vendor Payment,NEFT
ebad7f90-9ba8-44e0-bb1c-46497be031fa,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,27957,3712388,INR,BESCOM,NEFT-VENDOR-2588,Vendor Payment,NEFT
c30880ec-2f75-4a03-a74d-21b58bc383f9,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,59498,3652890,INR,Uber India,NEFT-VENDOR-7939,Vendor Payment,NEFT
cca30a05-1c11-411d-ab02-dd76f1144653,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,56883,3596007,INR,Zomato,NEFT-VENDOR-1887,Vendor Payment,NEFT
dc2e0e99-6f79-4ad2-a8e4-cb4012d42698,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,696,3595311,INR,Swiggy,UPI-EXP-54473,Operating Expense,UPI
6e1dd39a-80c7-486a-bf60-491c6365351a,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,6758,3588553,INR,BESCOM,UPI-EXP-42591,Operating Expense,UPI
7b5cced9-c94b-4770-8a2e-3fe8cd567fcd,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,1769,3586784,INR,Prestige Office Rentals,UPI-EXP-80292,Operating Expense,UPI
6c16f3c7-25c4-4baf-bd19-e6454feb4bcc,HDFC-CA-29833423,2025-01-06,2025-01-06,DEBIT,3875,3582909,INR,ACT Fibernet,UPI-EXP-65296,Operating Expense,UPI
b40455ea-d52a-45bc-b11f-1679cc09b047,HDFC-CA-29833423,2025-01-07,2025-01-07,CREDIT,98018,3680927,INR,Delta Systems,IMPS-CLIENT-5092,Client Collection,IMPS
82c83d0f-f1ef-4dd3-b282-4ff9dd4af294,HDFC-CA-29833423,2025-01-07,2025-01-07,CREDIT,44761,3725688,INR,Delta Systems,IMPS-CLIENT-2604,Client Collection,IMPS
203ffa24-2687-4f61-abc3-5b0be90f1c49,HDFC-CA-29833423,2025-01-07,2025-01-07,CREDIT,38261,3763949,INR,Epsilon Infotech,IMPS-CLIENT-1241,Client Collection,IMPS
ed5363d6-5d7d-46e4-aa81-18155ea22f04,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,33982,3729967,INR,ACT Fibernet,NEFT-VENDOR-7658,Vendor Payment,NEFT
ccf236f2-51ae-459b-9c94-ad5c6b0df5f0,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,4143,3725824,INR,Prestige Office Rentals,UPI-EXP-62565,Operating Expense,UPI
d9c079ee-3a44-4f8f-b9ee-dd004f680075,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,680,3725144,INR,ACT Fibernet,UPI-EXP-59672,Operating Expense,UPI
022c9216-1294-447e-b008-30cb08ad7522,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,217,3724927,INR,Swiggy,UPI-EXP-44760,Operating Expense,UPI
b85e9596-9f7b-4d88-841d-37202ee12d9d,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,6623,3718304,INR,Zomato,UPI-EXP-47388,Operating Expense,UPI
f580e75b-a492-4f07-8817-2e301af0e350,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,3665,3714639,INR,Zomato,UPI-EXP-30289,Operating Expense,UPI
00a4135e-b330-491d-9238-242a9a133177,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,1755,3712884,INR,Staples India,UPI-EXP-38534,Operating Expense,UPI
add1e695-2829-46a0-bfd7-504591c8b5a0,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,679,3712205,INR,AWS India Pvt Ltd,UPI-EXP-51104,Operating Expense,UPI
56074cf3-e543-4d94-aa55-e9305371857f,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,668,3711537,INR,AWS India Pvt Ltd,UPI-EXP-86569,Operating Expense,UPI
e0952b0a-84d9-4d89-9f9f-1a4cf63318a0,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,4105,3707432,INR,ACT Fibernet,UPI-EXP-17455,Operating Expense,UPI
b522d172-a2d0-4d13-9bfe-7de62b983386,HDFC-CA-29833423,2025-01-07,2025-01-07,DEBIT,4360,3703072,INR,BESCOM,UPI-EXP-34356,Operating Expense,UPI
08f4cdf3-7c44-4765-a6d8-5baa7e7139ca,HDFC-CA-29833423,2025-01-08,2025-01-08,CREDIT,180984,3884056,INR,Alpha Corp,IMPS-CLIENT-4853,Client Collection,IMPS
09910227-ec2c-4619-864f-f7ededbd5d4a,HDFC-CA-29833423,2025-01-08,2025-01-08,CREDIT,130847,4014903,INR,Alpha Corp,IMPS-CLIENT-5033,Client Collection,IMPS
1b5d9570-dd5a-4d39-8b68-86338e03879c,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,13745,4001158,INR,Swiggy,NEFT-VENDOR-9565,Vendor Payment,NEFT
95604b21-b3df-4ddc-ba6e-2d613a562117,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,2336,3998822,INR,Prestige Office Rentals,UPI-EXP-97782,Operating Expense,UPI
bf1f8601-8237-49e8-b65b-3a9f44c749fa,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,6067,3992755,INR,Uber India,UPI-EXP-41285,Operating Expense,UPI
44f79352-d5c0-46be-bdd6-4d583b5834a7,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,2375,3990380,INR,Swiggy,UPI-EXP-27154,Operating Expense,UPI
50244393-d3e5-4716-970b-a7d272f52470,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,5702,3984678,INR,Staples India,UPI-EXP-69929,Operating Expense,UPI
2a44158e-7b4c-4959-ad6a-e2567eeb49b1,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,2790,3981888,INR,BESCOM,UPI-EXP-11220,Operating Expense,UPI
5cdce02a-fe5d-4ff0-b5cf-3bd601326dc7,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,3954,3977934,INR,BESCOM,UPI-EXP-19602,Operating Expense,UPI
02543d01-d080-4778-b17a-7e47d673eac1,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,4604,3973330,INR,Prestige Office Rentals,UPI-EXP-76307,Operating Expense,UPI
e07132e7-629c-4fbd-93aa-0f98c8c8bbfa,HDFC-CA-29833423,2025-01-08,2025-01-08,DEBIT,2372,3970958,INR,ACT Fibernet,UPI-EXP-55745,Operating Expense,UPI
3b6b27b7-95ad-4623-a5c0-5725107015f9,HDFC-CA-29833423,2025-01-09,2025-01-09,CREDIT,89037,4059995,INR,Gamma Technologies,IMPS-CLIENT-5669,Client Collection,IMPS
7c8b5d54-2ab0-4c67-be04-04d4906370e8,HDFC-CA-29833423,2025-01-09,2025-01-09,CREDIT,66352,4126347,INR,Delta Systems,IMPS-CLIENT-9900,Client Collection,IMPS
200c262c-8069-4bba-b049-f84c182855e5,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,72329,4054018,INR,AWS India Pvt Ltd,NEFT-VENDOR-5905,Vendor Payment,NEFT
c2a6b988-c80c-4ca8-af4e-4cbcbd8c345e,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,16577,4037441,INR,ACT Fibernet,NEFT-VENDOR-5333,Vendor Payment,NEFT
66405570-255a-4103-9d75-e105ed685663,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,18129,4019312,INR,BESCOM,NEFT-VENDOR-3546,Vendor Payment,NEFT
17c25768-b542-4d11-ab5c-3615664d81b5,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,2508,4016804,INR,Prestige Office Rentals,UPI-EXP-54942,Operating Expense,UPI
59ef76bf-3d4e-4a89-9e01-499b502a81a3,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,1867,4014937,INR,Staples India,UPI-EXP-76244,Operating Expense,UPI
822cea1b-bcd4-4073-ad65-ffcd90fc44da,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,4202,4010735,INR,Staples India,UPI-EXP-16658,Operating Expense,UPI
c4ab268d-10dd-4981-80cd-15fd144ff543,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,956,4009779,INR,Swiggy,UPI-EXP-46265,Operating Expense,UPI
d8fc8493-185b-444e-bb81-7fbb90211c80,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,561,4009218,INR,AWS India Pvt Ltd,UPI-EXP-53719,Operating Expense,UPI
3adbcf0a-4d56-4fc1-93bb-6d6e2f167b73,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,6517,4002701,INR,ACT Fibernet,UPI-EXP-93507,Operating Expense,UPI
579aba02-6ca3-4f1a-8b27-1cc6fbc2de1f,HDFC-CA-29833423,2025-01-09,2025-01-09,DEBIT,2345,4000356,INR,ACT Fibernet,UPI-EXP-67912,Operating Expense,UPI
cca65474-a09d-4cf8-a7be-b3acd4c15cc2,HDFC-CA-29833423,2025-01-10,2025-01-10,CREDIT,209986,4210342,INR,Delta Systems,IMPS-CLIENT-1158,Client Collection,IMPS
7a4a3e7d-4363-459d-930d-d125172c7e6c,HDFC-CA-29833423,2025-01-10,2025-01-10,CREDIT,54327,4264669,INR,Alpha Corp,IMPS-CLIENT-3442,Client Collection,IMPS
538f17ad-ffde-4c66-a5d4-01798550a989,HDFC-CA-29833423,2025-01-10,2025-01-10,CREDIT,168023,4432692,INR,Alpha Corp,IMPS-CLIENT-7049,Client Collection,IMPS
788af892-75be-4395-9636-48db18f8b8ba,HDFC-CA-29833423,2025-01-10,2025-01-10,CREDIT,177701,4610393,INR,Epsilon Infotech,IMPS-CLIENT-3426,Client Collection,IMPS
0f3de34f-f553-41f0-9a1f-8ac99ea7d9b3,HDFC-CA-29833423,2025-01-10,2025-01-10,CREDIT,137666,4748059,INR,Beta Solutions,IMPS-CLIENT-1685,Client Collection,IMPS
74559c5b-1aea-4c46-8160-0891ce5a96d9,HDFC-CA-29833423,2025-01-10,2025-01-10,CREDIT,105808,4853867,INR,Gamma Technologies,IMPS-CLIENT-1653,Client Collection,IMPS
e4805ed5-bb9d-4146-ad4f-be2e3f86892e,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,30535,4823332,INR,Prestige Office Rentals,NEFT-VENDOR-2684,Vendor Payment,NEFT
e16b2f71-4f8e-45e0-a618-e0a8a0b1198b,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,49357,4773975,INR,Swiggy,NEFT-VENDOR-3532,Vendor Payment,NEFT
0254c125-3510-41ca-8101-d4eaece12045,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,34029,4739946,INR,ACT Fibernet,NEFT-VENDOR-3900,Vendor Payment,NEFT
069477a3-99ae-47d5-8171-5bd37b286c6b,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,403,4739543,INR,ACT Fibernet,UPI-EXP-53540,Operating Expense,UPI
28774d56-0185-4bae-8a14-2d6afe1747e2,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,6609,4732934,INR,Swiggy,UPI-EXP-97806,Operating Expense,UPI
1bd7d7f5-ae50-42eb-aa30-4600cfb4a6ee,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,6221,4726713,INR,Prestige Office Rentals,UPI-EXP-44970,Operating Expense,UPI
a5664bcb-e20c-45d9-b087-27a5858b22bd,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,1504,4725209,INR,BESCOM,UPI-EXP-60140,Operating Expense,UPI
72b6c9ed-693f-47f8-848f-088c4fcd42f3,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,517,4724692,INR,Zomato,UPI-EXP-39154,Operating Expense,UPI
dd0583c9-0cd6-42b0-8449-6cfaeda208af,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,1834,4722858,INR,Zomato,UPI-EXP-55830,Operating Expense,UPI
b34d2128-38a3-4c47-ab70-100d1014428f,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,2700,4720158,INR,Prestige Office Rentals,UPI-EXP-39219,Operating Expense,UPI
ea3ce968-9a76-4c44-8d47-bf519dc2b8da,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,393,4719765,INR,Prestige Office Rentals,UPI-EXP-62227,Operating Expense,UPI
246dd620-5cfe-4573-a354-6a0b7d9ae09b,HDFC-CA-29833423,2025-01-10,2025-01-10,DEBIT,2889,4716876,INR,Staples India,UPI-EXP-19099,Operating Expense,UPI
2936903f-282d-4523-b665-8c8a5c7dece0,HDFC-CA-29833423,2025-01-11,2025-01-11,CREDIT,117050,4833926,INR,Epsilon Infotech,IMPS-CLIENT-7548,Client Collection,IMPS
06819878-d976-4cdb-9405-429897acf1cd,HDFC-CA-29833423,2025-01-11,2025-01-11,CREDIT,203131,5037057,INR,Epsilon Infotech,IMPS-CLIENT-6425,Client Collection,IMPS
12580bd5-b4ce-4abe-9585-d1a238b85ca6,HDFC-CA-29833423,2025-01-11,2025-01-11,CREDIT,32235,5069292,INR,Alpha Corp,IMPS-CLIENT-5279,Client Collection,IMPS
9c0fd325-a2c2-45dc-914d-793bc628c177,HDFC-CA-29833423,2025-01-11,2025-01-11,CREDIT,71810,5141102,INR,Epsilon Infotech,IMPS-CLIENT-5349,Client Collection,IMPS
bcb86d76-8ed0-46ea-9100-c966a4521590,HDFC-CA-29833423,2025-01-11,2025-01-11,DEBIT,17208,5123894,INR,Swiggy,NEFT-VENDOR-6663,Vendor Payment,NEFT
