invoice_id,client_id,client_name,invoice_number,invoice_date,due_date,service_type,gross_amount,tax_amount,net_amount,collection_status
31a3d215-7b9c-4648-b5dd-f14a8ef0770f,C001,Alpha Corp,C001-INV-80381,2025-12-15,2026-01-14,IT Consulting,228706,41167.08,269873.08,Pending
e4a6d184-04ee-40f2-9c0e-5f6de4a1c77a,C003,Gamma Technologies,C003-INV-30730,2025-02-27,2025-04-13,IT Consulting,163971,29514.78,193485.78,Pending
d2506d1d-632f-4c78-be71-47301bb872c0,C001,Alpha Corp,C001-INV-23947,2025-05-15,2025-06-14,IT Consulting,183085,32955.3,216040.3,Overdue
d3e0be4e-acd7-45db-b34b-29089c0fb98a,C003,Gamma Technologies,C003-INV-59009,2025-11-24,2025-12-24,IT Consulting,90065,16211.7,106276.7,Collected
3ee48d49-51ce-488e-9a74-7ad13fb57b34,C005,Epsilon Infotech,C005-INV-52487,2025-09-29,2025-10-29,IT Consulting,207009,37261.62,244270.62,Pending
d42d40bb-e7d7-497a-9eec-c2c14b8f0cc9,C001,Alpha Corp,C001-INV-50306,2025-02-27,2025-04-13,IT Consulting,280351,50463.18,330814.18,Collected
d09967d3-d4ed-480a-a5e4-0a637e7f6004,C001,Alpha Corp,C001-INV-73699,2025-05-04,2025-06-03,IT Consulting,72453,13041.54,85494.54000000001,Collected
66abe901-1774-44b4-865b-c07c0d270d0f,C005,Epsilon Infotech,C005-INV-72296,2025-03-06,2025-04-05,IT Consulting,222949,40130.82,263079.82,Overdue
2b8de21c-8bc9-4b9c-be4c-4ead3f2fc472,C002,Beta Solutions,C002-INV-80686,2025-05-16,2025-06-30,IT Consulting,105521,18993.78,124514.78,Overdue
082b1d98-30f5-418c-9f69-a486a0f90f22,C002,Beta Solutions,C002-INV-95180,2025-06-09,2025-07-24,IT Consulting,226078,40694.04,266772.04,Pending
dda72f24-6f5e-4f2c-a40d-8440872e3c23,C004,Delta Systems,C004-INV-42493,2025-09-22,2025-11-06,IT Consulting,81720,14709.6,96429.6,Collected
4e1fc273-1f81-4246-9448-021a6f35ea86,C001,Alpha Corp,C001-INV-82603,2025-06-23,2025-07-23,IT Consulting,204221,36759.78,240980.78,Collected
ddaaf99b-bab6-4948-8dc7-840a7f1bc165,C005,Epsilon Infotech,C005-INV-92719,2025-04-23,2025-05-23,IT Consulting,68610,12349.8,80959.8,Collected
19d9033c-214e-438c-b36c-84248809ea81,C002,Beta Solutions,C002-INV-53309,2025-02-04,2025-03-06,IT Consulting,275348,49562.64,324910.64,Collected
44ec3870-5554-404f-bb83-b221e7046b18,C005,Epsilon Infotech,C005-INV-73624,2025-05-02,2025-06-16,IT Consulting,225368,40566.24,265934.24,Collected
fdeb6f77-7170-4df4-a1fd-26496fe855f9,C005,Epsilon Infotech,C005-INV-71993,2025-03-09,2025-04-23,IT Consulting,113700,20466.0,134166.0,Pending
1c811b60-ae74-42d1-a7db-3305fc70c0c4,C002,Beta Solutions,C002-INV-66498,2025-02-18,2025-03-20,IT Consulting,222748,40094.64,262842.64,Pending
e26de7c5-5b61-4d0a-82ca-f81b0e299c2d,C004,Delta Systems,C004-INV-17100,2025-07-30,2025-09-13,IT Consulting,276449,49760.82,326209.82,Overdue
2e5ccc94-c837-41a4-bc73-d56eb678b112,C001,Alpha Corp,C001-INV-54473,2025-02-01,2025-03-18,IT Consulting,240896,43361.28,284257.28,Collected
c2b887ac-3125-4967-924c-da09b4a6cc1b,C002,Beta Solutions,C002-INV-68800,2025-04-09,2025-05-09,IT Consulting,190584,34305.12,224889.12,Collected
0b3a066b-9bf0-43f4-8847-6eff66c530e9,C004,Delta Systems,C004-INV-42742,2025-04-04,2025-05-19,IT Consulting,171275,30829.5,202104.5,Collected
2ffaf14c-381d-47f0-b9ad-20af9c7a78fc,C004,Delta Systems,C004-INV-95477,2025-10-09,2025-11-08,IT Consulting,63261,11386.98,74647.98,Overdue
948bb44e-858f-42a9-89f2-e0ad5c6cf3dd,C001,Alpha Corp,C001-INV-63269,2025-02-17,2025-03-19,IT Consulting,93597,16847.46,110444.45999999999,Pending
74af5f6b-69f2-4cbd-b3af-e7e31534d017,C004,Delta Systems,C004-INV-17685,2025-04-20,2025-06-04,IT Consulting,286569,51582.42,338151.42,Collected
f40c14e1-2807-4cb9-8dad-0e5ed8b2b621,C004,Delta Systems,C004-INV-69638,2025-01-02,2025-02-16,IT Consulting,119521,21513.78,141034.78,Pending
b1e4f82c-14ae-4461-ab12-273f6c271d7f,C004,Delta Systems,C004-INV-34890,2025-12-23,2026-02-06,IT Consulting,90579,16304.22,106883.22,Pending
fc264255-c710-4173-b052-816201f44dc3,C002,Beta Solutions,C002-INV-51104,2025-01-30,2025-03-01,IT Consulting,246077,44293.86,290370.86,Collected
1f68fddc-a018-4ede-ad18-b4b4828067f1,C001,Alpha Corp,C001-INV-79615,2025-10-27,2025-12-11,IT Consulting,181819,32727.42,214546.41999999998,Collected
6a1da7b8-1f83-4fe5-b736-fb4fd083bb4a,C001,Alpha Corp,C001-INV-34356,2025-09-18,2025-10-18,IT Consulting,273174,49171.32,322345.32,Collected
37e74d7a-5e9e-471f-8336-be4da767fd87,C005,Epsilon Infotech,C005-INV-25713,2025-02-04,2025-03-06,IT Consulting,155847,28052.46,183899.46,Overdue
dadfacb0-ee1f-467a-bfc9-e182edded81c,C002,Beta Solutions,C002-INV-20745,2025-10-24,2025-11-23,IT Consulting,212367,38226.06,250593.06,Pending
395f568b-b01e-4906-b6db-1b337932b1cf,C005,Epsilon Infotech,C005-INV-44179,2025-10-17,2025-12-01,IT Consulting,295027,53104.86,348131.86,Collected
6960aec3-994f-45f3-95ac-7d489a804c7c,C003,Gamma Technologies,C003-INV-27154,2025-05-03,2025-06-17,IT Consulting,153752,27675.36,181427.36,Overdue
996ea27d-3873-4fb6-a368-5268286df15e,C003,Gamma Technologies,C003-INV-19508,2025-08-23,2025-10-07,IT Consulting,293536,52836.48,346372.48,Collected
c4d73d5a-e9a3-4b70-a0a3-9729d9f3ff7f,C004,Delta Systems,C004-INV-80468,2025-11-15,2025-12-15,IT Consulting,69204,12456.72,81660.72,Collected
b7cb0d83-4902-4c32-846f-3094558b9519,C005,Epsilon Infotech,C005-INV-55745,2025-05-16,2025-06-15,IT Consulting,294648,53036.64,347684.64,Collected
01666661-7b5b-42f0-a2f3-27277693370c,C002,Beta Solutions,C002-INV-67433,2025-07-09,2025-08-23,IT Consulting,91352,16443.36,107795.36,Overdue
f19d89ad-3fb0-4a35-b9bd-cbe860182a33,C003,Gamma Technologies,C003-INV-82692,2025-11-10,2025-12-10,IT Consulting,225076,40513.68,265589.68,Pending
a99c2fa7-fbf1-47f9-9308-653afecb0338,C001,Alpha Corp,C001-INV-24029,2025-03-10,2025-04-24,IT Consulting,80258,14446.44,94704.44,Overdue
b241da34-9f1f-43d5-a9f3-738477eb4283,C005,Epsilon Infotech,C005-INV-89276,2025-03-21,2025-05-05,IT Consulting,123860,22294.8,146154.8,Collected
ef254411-4363-4f99-8ff8-077b25d3028a,C003,Gamma Technologies,C003-INV-74032,2025-04-15,2025-05-30,IT Consulting,182489,32848.02,215337.02,Pending
917d962a-aa1b-4dd8-8da9-516937dfdee7,C001,Alpha Corp,C001-INV-46265,2025-02-17,2025-04-03,IT Consulting,267408,48133.44,315541.44,Collected
d0ec0b58-a02c-4526-b313-f84deb3f1bf2,C001,Alpha Corp,C001-INV-44335,2025-06-20,2025-07-20,IT Consulting,217015,39062.7,256077.7,Collected
15cdad2c-7238-4c33-b561-5cb60d2ea705,C004,Delta Systems,C004-INV-11267,2025-10-10,2025-11-24,IT Consulting,197038,35466.84,232504.84,Collected
b4ce8c1b-63e1-4cb9-9bd5-a927c358720f,C001,Alpha Corp,C001-INV-14722,2025-12-20,2026-01-19,IT Consulting,193023,34744.14,227767.14,Pending
1df82c7a-4967-4ef5-b099-4bd693e939ab,C005,Epsilon Infotech,C005-INV-26704,2025-10-10,2025-11-09,IT Consulting,162666,29279.88,191945.88,Collected
1ed5d752-e829-40c8-8b2f-837f4dd63140,C003,Gamma Technologies,C003-INV-56898,2025-07-06,2025-08-05,IT Consulting,285647,51416.46,337063.46,Collected
d6b9fb45-6137-4bb7-b6e9-a05fae5445e2,C002,Beta Solutions,C002-INV-83385,2025-12-08,2026-01-07,IT Consulting,142714,25688.52,168402.52,Pending
98815ed6-9b50-4712-bb37-8c50d75eabb7,C005,Epsilon Infotech,C005-INV-31299,2025-03-21,2025-04-20,IT Consulting,276651,49797.18,326448.18,Collected
e96e47cf-9e96-4993-a89b-9dd83b810389,C004,Delta Systems,C004-INV-53540,2025-01-13,2025-02-12,IT Consulting,243085,43755.3,286840.3,Pending
a2190837-94ad-40cd-85d1-cc77399eead6,C002,Beta Solutions,C002-INV-24168,2025-05-17,2025-06-16,IT Consulting,256405,46152.9,302557.9,Pending
4d6c727f-d5fe-44ac-a588-71a92962f027,C001,Alpha Corp,C001-INV-70332,2025-08-29,2025-09-28,IT Consulting,102316,18416.88,120732.88,Pending
33b34203-127d-4b7f-91f9-cea919e51e9d,C003,Gamma Technologies,C003-INV-96511,2025-04-27,2025-05-27,IT Consulting,56203,10116.54,66319.54000000001,Collected
8375d783-e0a3-4721-b046-e2bf9ff02b02,C004,Delta Systems,C004-INV-19099,2025-06-18,2025-08-02,IT Consulting,276584,49785.12,326369.12,Pending
1fd43eda-2125-4dac-a3d3-89e637f3a312,C003,Gamma Technologies,C003-INV-80282,2025-11-25,2026-01-09,IT Consulting,228131,41063.58,269194.58,Pending
c9517174-860e-4795-bb1b-a5b6cb113b61,C001,Alpha Corp,C001-INV-86099,2025-03-01,2025-04-15,IT Consulting,96810,17425.8,114235.8,Pending
7fc9bb88-bfcf-4a5f-9e95-3b39125f691b,C001,Alpha Corp,C001-INV-51114,2025-02-25,2025-04-11,IT Consulting,140619,25311.42,165930.41999999998,Pending
be18e23d-21d5-44ec-8d5f-cad9b911dfa2,C005,Epsilon Infotech,C005-INV-85574,2025-09-19,2025-10-19,IT Consulting,150976,27175.68,178151.68,Collected
d81c9d34-54e1-4673-9a07-f600b28cebbe,C003,Gamma Technologies,C003-INV-78146,2025-01-23,2025-03-09,IT Consulting,50443,9079.74,59522.74,Overdue
68b3ea83-24b7-479f-8008-096fa57c5c7f,C002,Beta Solutions,C002-INV-97062,2025-07-06,2025-08-20,IT Consulting,68343,12301.74,80644.74,Pending
ba472dd5-a390-4fad-a2c7-7c3c9ac58d9b,C005,Epsilon Infotech,C005-INV-49363,2025-06-10,2025-07-10,IT Consulting,238679,42962.22,281641.22,Overdue
c1e54f91-125f-4c93-a871-749c433cb372,C003,Gamma Technologies,C003-INV-62743,2025-12-08,2026-01-22,IT Consulting,135506,24391.08,159897.08000000002,Overdue
526166ff-bdd2-4af4-a7b3-088ff41b214e,C003,Gamma Technologies,C003-INV-65108,2025-10-11,2025-11-10,IT Consulting,100289,18052.02,118341.02,Overdue
cbc06bc6-2f4f-4f7a-83e5-8db2ba0329b9,C004,Delta Systems,C004-INV-84593,2025-12-13,2026-01-12,IT Consulting,211353,38043.54,249396.54,Pending
03d5e8d9-9fd6-41d9-ab5f-8d683a2c787b,C004,Delta Systems,C004-INV-47606,2025-10-08,2025-11-07,IT Consulting,129658,23338.44,152996.44,Collected
147e51d1-1b67-4344-9d4d-a808469b5596,C004,Delta Systems,C004-INV-67905,2025-10-24,2025-12-08,IT Consulting,171893,30940.74,202833.74,Pending
c3df9d5f-540e-4678-96ce-9b70fe309dbb,C002,Beta Solutions,C002-INV-32241,2025-09-19,2025-11-03,IT Consulting,258072,46452.96,304524.96,Overdue
49846e81-6b76-4eaf-b4b6-e94b2d49b9ae,C001,Alpha Corp,C001-INV-40784,2025-05-26,2025-07-10,IT Consulting,74480,13406.4,87886.4,Overdue
bd272ed5-8afa-44ea-8f83-5966a84ce94b,C003,Gamma Technologies,C003-INV-13201,2025-04-26,2025-05-26,IT Consulting,88627,15952.86,104579.86,Collected
c0f6a67e-a083-4ff9-8cc5-4a25f08799fa,C002,Beta Solutions,C002-INV-64321,2025-09-01,2025-10-01,IT Consulting,169384,30489.12,199873.12,Overdue
e6d12438-dde6-4ef2-85b9-162fc6a33163,C005,Epsilon Infotech,C005-INV-62383,2025-04-10,2025-05-25,IT Consulting,179598,32327.64,211925.64,Collected
42c918d1-cf40-4d9d-98b9-516fe51b9a38,C002,Beta Solutions,C002-INV-23970,2025-12-02,2026-01-01,IT Consulting,284005,51120.9,335125.9,Pending
c63837e3-7d63-4359-86e7-70bdab5670f9,C002,Beta Solutions,C002-INV-83060,2025-04-01,2025-05-16,IT Consulting,63164,11369.52,74533.52,Collected
075c09cd-e717-4dd4-a794-5ae1e6b53f40,C001,Alpha Corp,C001-INV-70901,2025-08-22,2025-09-21,IT Consulting,260086,46815.48,306901.48,Overdue
a10f7c83-930c-4d54-8710-926c0b21bfe7,C005,Epsilon Infotech,C005-INV-68008,2025-10-14,2025-11-28,IT Consulting,299047,53828.46,352875.46,Overdue
1c263525-4678-43e3-b60a-6e2a766d4252,C005,Epsilon Infotech,C005-INV-30861,2025-08-07,2025-09-21,IT Consulting,285197,51335.46,336532.46,Overdue
7b007da8-0085-4c74-b1c7-177abc6a5e48,C004,Delta Systems,C004-INV-42406,2025-08-19,2025-10-03,IT Consulting,247073,44473.14,291546.14,Overdue
5efed967-3304-4c3b-9d0c-76735389cbcb,C003,Gamma Technologies,C003-INV-41358,2025-09-24,2025-11-08,IT Consulting,214298,38573.64,252871.64,Pending
0bbec7ad-03b1-41c4-b40f-dc8be119216d,C004,Delta Systems,C004-INV-45614,2025-02-09,2025-03-26,IT Consulting,111471,20064.78,131535.78,Pending
15e0f8dd-fe1f-40a8-a1f9-df5bc6b3e8b7,C003,Gamma Technologies,C003-INV-29769,2025-10-04,2025-11-03,IT Consulting,86273,15529.14,101802.14,Collected
49873780-64b3-44a6-8e64-0f93fe907f0d,C004,Delta Systems,C004-INV-38043,2025-12-22,2026-01-21,IT Consulting,235183,42332.94,277515.94,Collected
390f80c2-8197-4a7f-bf1c-b60cac513520,C004,Delta Systems,C004-INV-71069,2025-07-28,2025-09-11,IT Consulting,192242,34603.56,226845.56,Pending
f8bce116-c9fe-4fc7-a9fe-d04b2cb3e27e,C001,Alpha Corp,C001-INV-86556,2025-04-16,2025-05-31,IT Consulting,152099,27377.82,179476.82,Overdue
8725d233-071d-4b10-b995-5212d45e8ad7,C001,Alpha Corp,C001-INV-10772,2025-10-22,2025-12-06,IT Consulting,175037,31506.66,206543.66,Pending
653213af-751d-423a-ab36-298f033a728e,C003,Gamma Technologies,C003-INV-81582,2025-07-19,2025-09-02,IT Consulting,191091,34396.38,225487.38,Overdue
f0a3d807-912d-45a2-b336-a7ba945d58c6,C002,Beta Solutions,C002-INV-67125,2025-09-07,2025-10-07,IT Consulting,121548,21878.64,143426.64,Pending
1d9510a8-a616-4f4d-bbde-92a71583ad18,C001,Alpha Corp,C001-INV-99016,2025-07-19,2025-09-02,IT Consulting,225341,40561.38,265902.38,Pending
3bfe929c-e06e-459e-b6b7-22bc56cb14f2,C002,Beta Solutions,C002-INV-80008,2025-08-28,2025-09-27,IT Consulting,213120,38361.6,251481.6,Collected
c9e80270-8086-41a6-8a2c-6e2a2c8585ec,C004,Delta Systems,C004-INV-94246,2025-10-31,2025-11-30,IT Consulting,72006,12961.08,84967.08,Pending
afbe96b0-9cf0-478c-9c4c-9410593e019d,C002,Beta Solutions,C002-INV-44099,2025-08-25,2025-09-24,IT Consulting,63181,11372.58,74553.58,Pending
c8368d3e-20e9-4449-b990-180cf187fc22,C003,Gamma Technologies,C003-INV-54236,2025-04-19,2025-06-03,IT Consulting,135680,24422.4,160102.4,Pending
770da7b2-36d4-423e-b85b-97628a4a7ad0,C003,Gamma Technologies,C003-INV-20735,2025-08-04,2025-09-18,IT Consulting,268866,48395.88,317261.88,Pending
b77febdd-d869-4450-b0c3-6bf375741109,C001,Alpha Corp,C001-INV-55870,2025-10-04,2025-11-03,IT Consulting,299540,53917.2,353457.2,Collected
9e709250-dadc-4177-85d9-681ae445df26,C001,Alpha Corp,C001-INV-14067,2025-11-30,2025-12-30,IT Consulting,247717,44589.06,292306.06,Collected
a10feccf-b78f-4667-b983-a52f6d93b952,C002,Beta Solutions,C002-INV-26544,2025-01-11,2025-02-10,IT Consulting,112533,20255.94,132788.94,Pending
2ae732ab-d70d-4716-86cc-7033ebb92693,C001,Alpha Corp,C001-INV-43586,2025-10-16,2025-11-15,IT Consulting,171905,30942.9,202847.9,Pending
273cd4e6-faf1-492e-8b2b-5c0b3dce1e47,C002,Beta Solutions,C002-INV-31465,2025-11-07,2025-12-07,IT Consulting,253893,45700.74,299593.74,Pending
29490a58-afdc-4dd0-9276-60e80f4081fd,C001,Alpha Corp,C001-INV-50888,2025-10-24,2025-11-23,IT Consulting,293502,52830.36,346332.36,Overdue
7fa7c56c-7a60-4c9c-9486-8af5638a5b88,C004,Delta Systems,C004-INV-87607,2025-07-23,2025-08-22,IT Consulting,69922,12585.96,82507.95999999999,Overdue
9da45b8f-88fa-4e27-979c-1719d933e11e,C002,Beta Solutions,C002-INV-99687,2025-02-22,2025-04-08,IT Consulting,272899,49121.82,322020.82,Overdue
f4f33560-f730-4b08-9023-655bb9cb5d15,C001,Alpha Corp,C001-INV-79827,2025-10-17,2025-11-16,IT Consulting,141017,25383.06,166400.06,Pending
c8cca267-1588-436a-9e2e-009bebc352a7,C003,Gamma Technologies,C003-INV-65057,2025-02-05,2025-03-22,IT Consulting,53316,9596.88,62912.88,Pending
65002a7c-223d-424b-b453-82fe155b86b6,C001,Alpha Corp,C001-INV-70258,2025-08-10,2025-09-24,IT Consulting,216614,38990.52,255604.52,Overdue
bba36a07-5b03-4828-875d-9ab6fa54f5a0,C002,Beta Solutions,C002-INV-78386,2025-08-11,2025-09-10,IT Consulting,242360,43624.8,285984.8,Overdue
b20065b8-87bb-46c6-8d32-7c7687f330d0,C003,Gamma Technologies,C003-INV-67091,2025-11-12,2025-12-27,IT Consulting,171863,30935.34,202798.34,Overdue
a3c9f1bc-0b48-43df-99ad-5062894683a3,C005,Epsilon Infotech,C005-INV-42177,2025-05-18,2025-07-02,IT Consulting,273271,49188.78,322459.78,Collected
42ae8516-e432-4d20-93e5-e2a86c451008,C003,Gamma Technologies,C003-INV-70910,2025-08-19,2025-09-18,IT Consulting,246732,44411.76,291143.76,Overdue
f17e1981-7ade-4df3-8e2f-43bfc5f3695b,C005,Epsilon Infotech,C005-INV-13761,2025-12-09,2026-01-23,IT Consulting,138184,24873.12,163057.12,Pending
32b7a250-e13c-4db9-80ab-bd9b7dae124a,C003,Gamma Technologies,C003-INV-56507,2025-04-04,2025-05-19,IT Consulting,105605,19008.9,124613.9,Pending
1c1d858d-fd70-4b3e-b865-2e5942816ee8,C003,Gamma Technologies,C003-INV-11330,2025-05-24,2025-07-08,IT Consulting,195697,35225.46,230922.46,Overdue
2fac2857-0ed7-4f61-a3ef-651b93549a86,C002,Beta Solutions,C002-INV-63271,2025-02-13,2025-03-15,IT Consulting,238763,42977.34,281740.33999999997,Pending
044a025d-d2bc-45e7-9736-ed968f6a6f53,C005,Epsilon Infotech,C005-INV-74332,2025-05-04,2025-06-18,IT Consulting,219319,39477.42,258796.41999999998,Pending
7db043f3-7086-4e58-af8f-ed3343b78928,C001,Alpha Corp,C001-INV-63005,2025-02-17,2025-04-03,IT Consulting,108090,19456.2,127546.2,Overdue
941801a0-20a9-43d1-9836-7191f5cc90cd,C002,Beta Solutions,C002-INV-82544,2025-06-06,2025-07-21,IT Consulting,174062,31331.16,205393.16,Overdue
ce4ca2c1-7831-4a98-a8d3-b8dada7ea9ed,C003,Gamma Technologies,C003-INV-69473,2025-08-06,2025-09-20,IT Consulting,142225,25600.5,167825.5,Pending
890a012e-3207-48f1-b909-0323a5c9ccaa,C003,Gamma Technologies,C003-INV-35242,2025-05-09,2025-06-08,IT Consulting,81629,14693.22,96322.22,Pending
1d06f10e-4d17-4856-b6ce-cc3a6617546a,C001,Alpha Corp,C001-INV-38361,2025-10-02,2025-11-01,IT Consulting,100211,18037.98,118248.98,Overdue
d440799c-e389-490a-9028-b6c2ca3f4743,C004,Delta Systems,C004-INV-35443,2025-05-22,2025-07-06,IT Consulting,76352,13743.36,90095.36,Pending
7b41397c-75cf-4243-94d5-257f7b920007,C002,Beta Solutions,C002-INV-11854,2025-07-04,2025-08-03,IT Consulting,129237,23262.66,152499.66,Overdue
88d2b648-7093-469c-a5c7-f18d9084947e,C005,Epsilon Infotech,C005-INV-17146,2025-03-06,2025-04-20,IT Consulting,61931,11147.58,73078.58,Overdue
c4b1c19a-6d85-4dcd-9578-8edf360a6dc9,C003,Gamma Technologies,C003-INV-74340,2025-12-24,2026-01-23,IT Consulting,217213,39098.34,256311.34,Collected
5b30c168-ae14-4293-8080-efc050bc6fc4,C001,Alpha Corp,C001-INV-72746,2025-10-21,2025-12-05,IT Consulting,173049,31148.82,204197.82,Pending
6615efa5-3be1-4f97-aef5-cdfa8c75ee6f,C003,Gamma Technologies,C003-INV-72616,2025-04-05,2025-05-05,IT Consulting,116185,20913.3,137098.3,Collected
56732728-3e65-4e20-b991-470502c50db9,C001,Alpha Corp,C001-INV-85631,2025-07-25,2025-09-08,IT Consulting,69420,12495.6,81915.6,Overdue
fa8022cb-5219-40ab-8752-1a6630303840,C001,Alpha Corp,C001-INV-83772,2025-03-19,2025-04-18,IT Consulting,262636,47274.48,309910.48,Pending
3237cd4c-5190-41dc-9a45-9dab5af098f1,C001,Alpha Corp,C001-INV-64548,2025-05-08,2025-06-07,IT Consulting,196295,35333.1,231628.1,Overdue
1fd3b361-1894-4105-97c2-bc06c457a197,C005,Epsilon Infotech,C005-INV-78494,2025-11-13,2025-12-13,IT Consulting,253343,45601.74,298944.74,Pending
3a2f52ae-8377-4408-8548-803f95aca2cc,C004,Delta Systems,C004-INV-87139,2025-08-15,2025-09-29,IT Consulting,275487,49587.66,325074.66000000003,Pending
3ff70d2b-0333-40e9-acdb-aaf68c0db1e0,C003,Gamma Technologies,C003-INV-23006,2025-10-19,2025-11-18,IT Consulting,209811,37765.98,247576.98,Collected
759f0c87-8fd3-4588-b1f1-755f5deef6a8,C002,Beta Solutions,C002-INV-41439,2025-05-16,2025-06-15,IT Consulting,91171,16410.78,107581.78,Collected
d0ff5817-8433-4a95-b733-c349e7813332,C005,Epsilon Infotech,C005-INV-63545,2025-02-08,2025-03-10,IT Consulting,50701,9126.18,59827.18,Pending
4ea7b1c8-1514-4597-aa05-d6198749f548,C005,Epsilon Infotech,C005-INV-40340,2025-08-29,2025-10-13,IT Consulting,58556,10540.08,69096.08,Pending
8c6bc8b7-ada2-4925-844d-c7a2d859169b,C003,Gamma Technologies,C003-INV-40595,2025-12-26,2026-02-09,IT Consulting,68659,12358.62,81017.62,Pending
4eac3e0b-5b84-45f4-ae7a-82189635dc42,C005,Epsilon Infotech,C005-INV-25043,2025-12-05,2026-01-04,IT Consulting,161447,29060.46,190507.46,Overdue
79b6eda8-715b-48a0-a04d-9f74a8a6cf96,C002,Beta Solutions,C002-INV-44816,2025-11-28,2025-12-28,IT Consulting,288134,51864.12,339998.12,Collected
f20f4a20-0760-4f2a-8933-fe5f98d63c20,C001,Alpha Corp,C001-INV-50319,2025-01-31,2025-03-02,IT Consulting,257782,46400.76,304182.76,Overdue
c98d964a-a982-47b6-b754-df68993c0457,C005,Epsilon Infotech,C005-INV-71433,2025-05-28,2025-07-12,IT Consulting,82598,14867.64,97465.64,Overdue
